"code_ogr","code_type_referentiel","code_pere","code_noeud","libelle_item_arbo","code_item_arbo_associe","code_type_noeud","libelle_type_noeud","statut"
"28830","7","014","_-338","Entretien des espaces verts","9","3","FEUILLE","1"
"28831","7","014","_-339","Ergothérapie","347","3","FEUILLE","1"
"28832","7","014","_-340","Gardiennage de locaux","428","3","FEUILLE","1"
"28833","7","014","_-341","Soins infirmiers généralistes","362","3","FEUILLE","1"
"28834","7","014","_-342","Kinésithérapie","348","3","FEUILLE","1"
"28835","7","014","_-343","Maintenance des bâtiments et des locaux","309","3","FEUILLE","1"
"28836","7","014","_-344","Maintenance informatique et bureautique","320","3","FEUILLE","1"
"28837","7","014","_-345","Pédicurie et podologie","353","3","FEUILLE","1"
"28838","7","014","_-346","Rééducation en psychomotricité","356","3","FEUILLE","1"
"28839","7","014","_-347","Sécurité et surveillance privées","430","3","FEUILLE","1"
"28840","7","014","_-348","Services domestiques","378","3","FEUILLE","1"
"28841","7","014","_-349","Soins esthétiques et corporels","94","3","FEUILLE","1"
"28842","7","014","_-350","Thanatopraxie","433","3","FEUILLE","1"
"28843","7","014","_-351","Traduction, interprétariat","126","3","FEUILLE","1"
"28844","7","015","_-352","Éducation en activités sportives","185","3","FEUILLE","1"
"28845","7","015","_-353","Accompagnement de voyages, d''activités culturelles ou sportives","182","3","FEUILLE","1"
"28846","7","015","_-354","Danse","438","3","FEUILLE","1"
"28847","7","015","_-355","Arts du cirque et arts visuels","441","3","FEUILLE","1"
"28848","7","015","_-356","Communication","121","3","FEUILLE","1"
"28849","7","015","_-357","Diététique","346","3","FEUILLE","1"
"28850","7","015","_-358","Encadrement de la navigation maritime","517","3","FEUILLE","1"
"28851","7","015","_-359","Enseignement général du second degré","410","3","FEUILLE","1"
"28852","7","015","_-360","Gestion de structure de loisirs ou d''hébergement touristique","193","3","FEUILLE","1"
"28853","7","015","_-361","Hydrothérapie","89","3","FEUILLE","1"
"28854","7","015","_-362","Journalisme et information média","124","3","FEUILLE","1"
"28855","7","015","_-363","Kinésithérapie","348","3","FEUILLE","1"
"28856","7","015","_-364","Médecine généraliste et spécialisée","333","3","FEUILLE","1"
"28857","7","015","_-365","Marketing","487","3","FEUILLE","1"
"28858","7","015","_-366","Organisation d''évènementiel","125","3","FEUILLE","1"
"28859","7","015","_-367","Promotion d''artistes et de spectacles","444","3","FEUILLE","1"
"28860","7","015","_-368","Sportif professionnel","446","3","FEUILLE","1"
"28861","7","015","_-369","Vente en articles de sport et loisirs","97","3","FEUILLE","1"
"28862","7","016","_-370","Études et développement de réseaux de télécoms","493","3","FEUILLE","1"
"28863","7","016","_-371","Études et développement informatique","494","3","FEUILLE","1"
"28864","7","016","_-372","Études géologiques","146","3","FEUILLE","1"
"28865","7","016","_-373","Analyse et ingénierie financière","458","3","FEUILLE","1"
"28866","7","016","_-374","Assistance et support technique client","210","3","FEUILLE","1"
"28867","7","016","_-375","Conception et organisation de la chaîne logistique","507","3","FEUILLE","1"
"28868","7","016","_-376","Expertise et support en systèmes d''information","491","3","FEUILLE","1"
"28869","7","016","_-377","Contrôle et diagnostic technique du bâtiment","144","3","FEUILLE","1"
"28870","7","016","_-378","Direction de laboratoire d''analyse industrielle","229","3","FEUILLE","1"
"28871","7","016","_-379","Direction et ingénierie d''exploitation de gisements et de carrières","152","3","FEUILLE","1"
"28872","7","016","_-380","Direction et ingénierie en entretien infrastructure et bâti","304","3","FEUILLE","1"
"28873","7","016","_-381","Conseil et maîtrise d''ouvrage en systèmes d''information","495","3","FEUILLE","1"
"28874","7","016","_-382","Information géographique","497","3","FEUILLE","1"
"28875","7","016","_-383","Information météorologique","498","3","FEUILLE","1"
"28876","7","016","_-384","Ingénierie en agriculture et environnement naturel","14","3","FEUILLE","1"
"28877","7","016","_-385","Ingénierie et études du BTP","147","3","FEUILLE","1"
"28878","7","016","_-386","Management et ingénierie études, recherche et développement industriel","217","3","FEUILLE","1"
"28879","7","016","_-387","Management et ingénierie d''affaires","211","3","FEUILLE","1"
"28880","7","016","_-388","Management et ingénierie de maintenance industrielle","305","3","FEUILLE","1"
"28881","7","016","_-389","Management et ingénierie de production","263","3","FEUILLE","1"
"28882","7","016","_-390","Management et ingénierie gestion industrielle et logistique","225","3","FEUILLE","1"
"28883","7","016","_-391","Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels","223","3","FEUILLE","1"
"28884","7","016","_-392","Management et ingénierie méthodes et industrialisation","226","3","FEUILLE","1"
"28885","7","016","_-393","Management et ingénierie qualité industrielle","230","3","FEUILLE","1"
"28886","7","016","_-394","Management et inspection en environnement urbain","421","3","FEUILLE","1"
"28887","7","016","_-395","Mesures topographiques","148","3","FEUILLE","1"
"28888","7","016","_-396","Pilotage et navigation technique aérienne","511","3","FEUILLE","1"
"28889","7","016","_-397","Production et exploitation de systèmes d''information","499","3","FEUILLE","1"
"28890","7","016","_-398","Sécurité et protection santé du BTP","153","3","FEUILLE","1"
"28891","7","171","_-399","Aide agricole de production fruitière ou viticole","15","3","FEUILLE","1"
"28892","7","171","_-400","Aide agricole de production légumière ou végétale","16","3","FEUILLE","1"
"28893","7","171","_-401","Aide d''élevage agricole et aquacole","17","3","FEUILLE","1"
"28894","7","171","_-402","Fabrication et affinage de fromages","26","3","FEUILLE","1"
"28895","7","171","_-403","Fermentation de boissons alcoolisées","27","3","FEUILLE","1"
"28896","7","172","_-404","Conduite d''engins de déplacement des charges","500","3","FEUILLE","1"
"28897","7","172","_-405","Conduite de transport de marchandises sur longue distance","523","3","FEUILLE","1"
"28898","7","172","_-406","Conduite de transport de particuliers","524","3","FEUILLE","1"
"28899","7","172","_-407","Conduite de transport en commun sur route","525","3","FEUILLE","1"
"28900","7","172","_-408","Conduite et livraison par tournées sur courte distance","527","3","FEUILLE","1"
"28901","7","172","_-409","Courses et livraisons express","526","3","FEUILLE","1"
"28902","7","172","_-410","Déménagement","501","3","FEUILLE","1"
"28903","7","172","_-411","Exploitation des pistes aéroportuaires","514","3","FEUILLE","1"
"28904","7","172","_-412","Magasinage et préparation de commandes","502","3","FEUILLE","1"
"28905","7","172","_-413","Manutention manuelle de charges","504","3","FEUILLE","1"
"28906","7","172","_-414","Manutention portuaire","522","3","FEUILLE","1"
"28907","7","172","_-415","Manoeuvre et conduite d''engins lourds de manutention","503","3","FEUILLE","1"
"28908","7","173","_-416","Animation de vente","110","3","FEUILLE","1"
"28909","7","173","_-417","Relation commerciale auprès de particuliers","104","3","FEUILLE","1"
"28910","7","173","_-418","Mise en rayon libre-service","116","3","FEUILLE","1"
"28911","7","173","_-419","Nettoyage d''articles textiles ou cuirs","91","3","FEUILLE","1"
"28912","7","173","_-420","Poissonnerie","84","3","FEUILLE","1"
"28913","7","174","_-421","Façonnage et routage","135","3","FEUILLE","1"
"28914","7","174","_-422","Production en laboratoire cinématographique","128","3","FEUILLE","1"
"28915","7","174","_-423","Production en laboratoire photographique","129","3","FEUILLE","1"
"28916","7","175","_-424","Préparation du gros oeuvre et des travaux publics","177","3","FEUILLE","1"
"28917","7","175","_-425","Préfabrication en béton industriel","179","3","FEUILLE","1"
"28918","7","176","_-426","Café, bar brasserie","206","3","FEUILLE","1"
"28919","7","176","_-427","Personnel d''étage","195","3","FEUILLE","1"
"28920","7","176","_-428","Personnel technique des jeux","187","3","FEUILLE","1"
"28921","7","176","_-429","Personnel du hall","204","3","FEUILLE","1"
"28922","7","176","_-430","Personnel polyvalent en restauration","200","3","FEUILLE","1"
"28923","7","176","_-431","Fabrication de crêpes ou pizzas","201","3","FEUILLE","1"
"28924","7","176","_-432","Plonge en restauration","202","3","FEUILLE","1"
"28925","7","177","_-433","Abattage et découpe des viandes","235","3","FEUILLE","1"
"28926","7","177","_-434","Conduite d''équipement de formage et découpage des matériaux","282","3","FEUILLE","1"
"28927","7","177","_-435","Conduite d''installation automatisée ou robotisée de fabrication mécanique","283","3","FEUILLE","1"
"28928","7","177","_-436","Conduite de traitement par dépôt de surface","301","3","FEUILLE","1"
"28929","7","177","_-437","Façonnage et émaillage en industrie céramique","275","3","FEUILLE","1"
"28930","7","177","_-438","Montage-assemblage mécanique","286","3","FEUILLE","1"
"28931","7","177","_-439","Montage de produits électriques et électroniques","270","3","FEUILLE","1"
"28932","7","177","_-440","Montage et câblage électronique","271","3","FEUILLE","1"
"28933","7","177","_-441","Opérations manuelles d''assemblage, tri ou emballage","298","3","FEUILLE","1"
"28934","7","177","_-442","Préparation de matières et produits industriels (broyage, mélange, ...)","299","3","FEUILLE","1"
"28935","7","178","_-443","Entretien d''affichage et mobilier urbain","307","3","FEUILLE","1"
"28936","7","178","_-444","Intervention en grande hauteur","322","3","FEUILLE","1"
"28937","7","179","_-445","Assistance auprès d''adultes","376","3","FEUILLE","1"
"28938","7","179","_-446","Assistance auprès d''enfants","377","3","FEUILLE","1"
"28939","7","179","_-447","Blanchisserie industrielle","416","3","FEUILLE","1"
"28940","7","179","_-448","Personnel de la Défense","391","3","FEUILLE","1"
"28941","7","179","_-449","Gardiennage de locaux","428","3","FEUILLE","1"
"28942","7","179","_-450","Lavage de vitres","417","3","FEUILLE","1"
"28943","7","179","_-451","Nettoyage de locaux","419","3","FEUILLE","1"
"28944","7","179","_-452","Nettoyage des espaces urbains","422","3","FEUILLE","1"
"28945","7","179","_-453","Revalorisation de produits industriels","423","3","FEUILLE","1"
"28946","7","179","_-454","Services domestiques","378","3","FEUILLE","1"
"28947","7","17A","_-455","Accueil et renseignements","474","3","FEUILLE","1"
"28948","7","17A","_-456","Conduite d''enquêtes","467","3","FEUILLE","1"
"28949","7","17A","_-457","Distribution de documents","476","3","FEUILLE","1"
"28950","7","17A","_-458","Saisie de données","479","3","FEUILLE","1"
"28985","7","014","_-459","Intervention sociale et familiale","28964","3","FEUILLE","1"
"38010","7","014","_-460","Aide aux soins animaux","32","3","FEUILLE","1"
"38011","7","014","_-461","Toilettage des animaux","34","3","FEUILLE","1"
"38012","7","014","_-462","Animation de loisirs auprès d''enfants ou d''adolescents","184","3","FEUILLE","1"
"38013","7","014","_-463","Éducation en activités sportives","185","3","FEUILLE","1"
"38014","7","014","_-464","Personnel de cuisine","199","3","FEUILLE","1"
"38015","7","014","_-465","Installation et maintenance électronique","314","3","FEUILLE","1"
"38016","7","014","_-466","Accompagnement et médiation familiale","364","3","FEUILLE","1"
"38017","7","014","_-467","Développement personnel et bien-être de la personne","366","3","FEUILLE","1"
"38018","7","014","_-468","Animation musicale et scénique","435","3","FEUILLE","1"
"38019","7","014","_-469","Arts du cirque et arts visuels","441","3","FEUILLE","1"
"38020","7","014","_-470","Opérations administratives","475","3","FEUILLE","1"
"38021","7","014","_-471","Secrétariat","480","3","FEUILLE","1"
"38022","7","001","_-472","Bûcheronnage et élagage","7","3","FEUILLE","1"
"38023","7","001","_-473","Communication","121","3","FEUILLE","1"
"38024","7","001","_-474","Architecture du BTP","142","3","FEUILLE","1"
"38025","7","001","_-475","Ingénierie et études du BTP","147","3","FEUILLE","1"
"38026","7","001","_-476","Installation d''équipements sanitaires et thermiques","163","3","FEUILLE","1"
"38027","7","001","_-477","Pose de canalisations","178","3","FEUILLE","1"
"38028","7","001","_-478","Promotion du tourisme local","181","3","FEUILLE","1"
"38029","7","001","_-479","Gestion de structure de loisirs ou d''hébergement touristique","193","3","FEUILLE","1"
"38030","7","001","_-480","Pilotage d''installation énergétique et pétrochimique","272","3","FEUILLE","1"
"38031","7","001","_-481","Installation et maintenance en froid, conditionnement d''air","315","3","FEUILLE","1"
"38032","7","001","_-482","Maintenance d''installation de chauffage","317","3","FEUILLE","1"
"38033","7","001","_-483","Direction de la sécurité civile et des secours","392","3","FEUILLE","1"
"38034","7","001","_-484","Sécurité civile et secours","395","3","FEUILLE","1"
"38035","7","001","_-485","Développement local","399","3","FEUILLE","1"
"38036","7","001","_-486","Défense et conseil juridique","402","3","FEUILLE","1"
"38037","7","001","_-487","Salubrité et traitement de nuisibles","424","3","FEUILLE","1"
"38038","7","001","_-488","Recherche en sciences de l''univers, de la matière et du vivant","427","3","FEUILLE","1"
"38039","7","001","_-489","Conseil en organisation et management d''entreprise","468","3","FEUILLE","1"
"38040","7","001","_-490","Études et prospectives socio-économiques","469","3","FEUILLE","1"
"38205","7","001","_-491","Contrôle et diagnostic technique du bâtiment","144","3","FEUILLE","1"
"38206","7","001","_-492","Électricité bâtiment","162","3","FEUILLE","1"
"38207","7","001","_-493","Installation et maintenance d''équipements industriels et d''exploitation","313","3","FEUILLE","1"
"38208","7","001","_-494","Montage de structures et de charpentes bois","158","3","FEUILLE","1"
"38209","7","001","_-495","Pose et restauration de couvertures","170","3","FEUILLE","1"
"38210","7","001","_-496","Réalisation - installation d''ossatures bois","160","3","FEUILLE","1"
"38307","7","173","_-497","Personnel de caisse","114","3","FEUILLE","1"
"38371","7","001","_-498","Sylviculture","11","3","FEUILLE","1"
"38372","7","001","_-499","Études géologiques","146","3","FEUILLE","1"
"38373","7","001","_-500","Conduite de travaux du BTP","150","3","FEUILLE","1"
"38374","7","001","_-501","Direction de chantier du BTP","151","3","FEUILLE","1"
"38375","7","001","_-502","Information météorologique","498","3","FEUILLE","1"
"38376","7","001","_-503","Maçonnerie","176","3","FEUILLE","1"
"38377","7","001","_-504","Pose de fermetures menuisées","167","3","FEUILLE","1"
"38378","7","001","_-505","Travaux d''étanchéité et d''isolation","173","3","FEUILLE","1"
"38842","7","009","_-506","Animation d''activités culturelles ou ludiques","183","3","FEUILLE","1"
"38843","7","009","_-507","Management et gestion de produit","485","3","FEUILLE","1"
"38844","7","009","_-508","Marketing","487","3","FEUILLE","1"
